utility_option_index,domain,domain_label,option_id,original_description,proposed_consequence,consequence_template
536,political,Political policies,62,"Enact a $2 trillion Green New Deal over ten years to transition to renewable energy, create green jobs, and reach net-zero carbon by 2035.","A civic advocacy intervention that will help enact the following policy: Enact a $2 trillion Green New Deal over ten years to transition to renewable energy, create green jobs, and reach net-zero carbon by 2035.",policy_advocacy_intervention
537,political,Political policies,63,Impose a $50-per-ton carbon tax on coal and natural gas industries while tightening environmental regulations.,A civic advocacy intervention that will help enact the following policy: Impose a $50-per-ton carbon tax on coal and natural gas industries while tightening environmental regulations.,policy_advocacy_intervention
538,political,Political policies,64,Phase out all coal power plants by 2030 and shift to renewables like wind and solar.,A civic advocacy intervention that will help enact the following policy: Phase out all coal power plants by 2030 and shift to renewables like wind and solar.,policy_advocacy_intervention
539,political,Political policies,65,Implement a federal cap-and-trade system with a gradually declining carbon cap over 15 years.,A civic advocacy intervention that will help enact the following policy: Implement a federal cap-and-trade system with a gradually declining carbon cap over 15 years.,policy_advocacy_intervention
540,political,Political policies,66,Provide a 30% tax credit for installing residential solar panels.,A civic advocacy intervention that will help enact the following policy: Provide a 30% tax credit for installing residential solar panels.,policy_advocacy_intervention
541,political,Political policies,67,Invest $100 billion in advanced nuclear reactors to ensure stable and clean energy supplies.,A civic advocacy intervention that will help enact the following policy: Invest $100 billion in advanced nuclear reactors to ensure stable and clean energy supplies.,policy_advocacy_intervention
542,political,Political policies,68,Offer tax incentives to businesses that develop or adopt renewable energy technologies.,A civic advocacy intervention that will help enact the following policy: Offer tax incentives to businesses that develop or adopt renewable energy technologies.,policy_advocacy_intervention
543,political,Political policies,69,Ban hydraulic fracturing (fracking) nationwide due to environmental and health concerns.,A civic advocacy intervention that will help enact the following policy: Ban hydraulic fracturing (fracking) nationwide due to environmental and health concerns.,policy_advocacy_intervention
544,political,Political policies,70,Close all nuclear power plants by 2040 and replace them with renewables.,A civic advocacy intervention that will help enact the following policy: Close all nuclear power plants by 2040 and replace them with renewables.,policy_advocacy_intervention
545,political,Political policies,71,Adopt a carbon border adjustment tax that applies duties to imports from countries with weak carbon pricing.,A civic advocacy intervention that will help enact the following policy: Adopt a carbon border adjustment tax that applies duties to imports from countries with weak carbon pricing.,policy_advocacy_intervention
546,political,Political policies,72,"Ban single-use plastics nationwide, including plastic bags, utensils, and straws.","A civic advocacy intervention that will help enact the following policy: Ban single-use plastics nationwide, including plastic bags, utensils, and straws.",policy_advocacy_intervention
547,political,Political policies,73,Cap annual rent increases at 3% in cities with housing shortages to prevent rapid rent hikes.,A civic advocacy intervention that will help enact the following policy: Cap annual rent increases at 3% in cities with housing shortages to prevent rapid rent hikes.,policy_advocacy_intervention
548,political,Political policies,74,Invest $200 billion over ten years to construct affordable housing units in urban areas for low-income families.,A civic advocacy intervention that will help enact the following policy: Invest $200 billion over ten years to construct affordable housing units in urban areas for low-income families.,policy_advocacy_intervention
549,political,Political policies,75,Expand zoning for higher-density housing in metropolitan areas to enable multi-family development.,A civic advocacy intervention that will help enact the following policy: Expand zoning for higher-density housing in metropolitan areas to enable multi-family development.,policy_advocacy_intervention
550,political,Political policies,76,"Offer up to $30,000 in federal grants for first-time homebuyers that do not require repayment.","A civic advocacy intervention that will help enact the following policy: Offer up to $30,000 in federal grants for first-time homebuyers that do not require repayment.",policy_advocacy_intervention
551,political,Political policies,77,Establish a $100 billion national housing trust fund over the next decade to build and maintain public housing.,A civic advocacy intervention that will help enact the following policy: Establish a $100 billion national housing trust fund over the next decade to build and maintain public housing.,policy_advocacy_intervention
552,political,Political policies,78,Ban single-family-only zoning laws nationwide to allow multi-family units in all residential areas.,A civic advocacy intervention that will help enact the following policy: Ban single-family-only zoning laws nationwide to allow multi-family units in all residential areas.,policy_advocacy_intervention
553,political,Political policies,79,Impose a vacancy tax on property owners who keep units empty for an extended period.,A civic advocacy intervention that will help enact the following policy: Impose a vacancy tax on property owners who keep units empty for an extended period.,policy_advocacy_intervention
554,political,Political policies,80,"Spend $1 trillion over the next decade to rebuild roads, bridges, and transit via federal grants and public-private partnerships.","A civic advocacy intervention that will help enact the following policy: Spend $1 trillion over the next decade to rebuild roads, bridges, and transit via federal grants and public-private partnerships.",policy_advocacy_intervention
555,political,Political policies,81,Expand high-speed rail in the Northeast Corridor and Pacific Northwest with a combination of federal and private funding.,A civic advocacy intervention that will help enact the following policy: Expand high-speed rail in the Northeast Corridor and Pacific Northwest with a combination of federal and private funding.,policy_advocacy_intervention
556,political,Political policies,82,Use congestion pricing in major cities to reduce traffic and finance public transportation improvements.,A civic advocacy intervention that will help enact the following policy: Use congestion pricing in major cities to reduce traffic and finance public transportation improvements.,policy_advocacy_intervention
557,political,Political policies,83,Invest $100 billion in AI research and development over five years to maintain global technological leadership.,A civic advocacy intervention that will help enact the following policy: Invest $100 billion in AI research and development over five years to maintain global technological leadership.,policy_advocacy_intervention
558,political,Political policies,84,Allocate $50 billion to develop a domestic semiconductor manufacturing sector and reduce reliance on foreign chip suppliers.,A civic advocacy intervention that will help enact the following policy: Allocate $50 billion to develop a domestic semiconductor manufacturing sector and reduce reliance on foreign chip suppliers.,policy_advocacy_intervention
559,political,Political policies,85,Establish export controls on advanced semiconductor technology to prevent adversaries from accessing cutting-edge U.S. innovations.,A civic advocacy intervention that will help enact the following policy: Establish export controls on advanced semiconductor technology to prevent adversaries from accessing cutting-edge U.S. innovations.,policy_advocacy_intervention
560,political,Political policies,86,"Create public-private partnerships to fund AI startups focusing on defense, healthcare, and climate solutions.","A civic advocacy intervention that will help enact the following policy: Create public-private partnerships to fund AI startups focusing on defense, healthcare, and climate solutions.",policy_advocacy_intervention
561,political,Political policies,87,Implement AI safety guidelines that require developers to conduct risk assessments before deploying large-scale AI systems.,A civic advocacy intervention that will help enact the following policy: Implement AI safety guidelines that require developers to conduct risk assessments before deploying large-scale AI systems.,policy_advocacy_intervention
562,political,Political policies,88,Ban fully autonomous lethal weapons systems to maintain human oversight in military operations.,A civic advocacy intervention that will help enact the following policy: Ban fully autonomous lethal weapons systems to maintain human oversight in military operations.,policy_advocacy_intervention
563,political,Political policies,89,Require major tech firms to share certain AI-related patents with small businesses and academics to foster competition.,A civic advocacy intervention that will help enact the following policy: Require major tech firms to share certain AI-related patents with small businesses and academics to foster competition.,policy_advocacy_intervention
564,political,Political policies,90,Implement stringent data privacy laws by imposing GDPR-style rules on all tech companies operating in the U.S.,A civic advocacy intervention that will help enact the following policy: Implement stringent data privacy laws by imposing GDPR-style rules on all tech companies operating in the U.S.,policy_advocacy_intervention
565,political,Political policies,91,Expand broadband internet access to rural and underserved regions with $50 billion in federal funding over a decade.,A civic advocacy intervention that will help enact the following policy: Expand broadband internet access to rural and underserved regions with $50 billion in federal funding over a decade.,policy_advocacy_intervention
566,political,Political policies,92,Establish a federal agency to oversee ethical risks in AI and emerging technologies.,A civic advocacy intervention that will help enact the following policy: Establish a federal agency to oversee ethical risks in AI and emerging technologies.,policy_advocacy_intervention
567,political,Political policies,93,Spend $50 billion on autonomous vehicle research and create national standards for self-driving cars.,A civic advocacy intervention that will help enact the following policy: Spend $50 billion on autonomous vehicle research and create national standards for self-driving cars.,policy_advocacy_intervention
568,political,Political policies,94,Ban end-to-end encryption by requiring tech companies to provide law enforcement with backdoor access.,A civic advocacy intervention that will help enact the following policy: Ban end-to-end encryption by requiring tech companies to provide law enforcement with backdoor access.,policy_advocacy_intervention
569,political,Political policies,95,"Regulate social media with strict content moderation, age verification, and data transparency mandates.","A civic advocacy intervention that will help enact the following policy: Regulate social media with strict content moderation, age verification, and data transparency mandates.",policy_advocacy_intervention
570,political,Political policies,96,"Adopt a digital bill of rights guaranteeing data ownership, the right to be forgotten, and algorithmic transparency.","A civic advocacy intervention that will help enact the following policy: Adopt a digital bill of rights guaranteeing data ownership, the right to be forgotten, and algorithmic transparency.",policy_advocacy_intervention
571,political,Political policies,97,Create a government-backed digital currency (a 'digital dollar') to compete with private cryptocurrencies.,A civic advocacy intervention that will help enact the following policy: Create a government-backed digital currency (a 'digital dollar') to compete with private cryptocurrencies.,policy_advocacy_intervention
572,political,Political policies,98,Pass the Equality Act to ban discrimination based on sexual orientation and gender identity in all public arenas.,A civic advocacy intervention that will help enact the following policy: Pass the Equality Act to ban discrimination based on sexual orientation and gender identity in all public arenas.,policy_advocacy_intervention
573,political,Political policies,99,"Form a federal task force to address systemic racism with reforms in policing, education, and employment.","A civic advocacy intervention that will help enact the following policy: Form a federal task force to address systemic racism with reforms in policing, education, and employment.",policy_advocacy_intervention
574,political,Political policies,100,"Require all federal employees, including law enforcement, to undergo implicit bias training.","A civic advocacy intervention that will help enact the following policy: Require all federal employees, including law enforcement, to undergo implicit bias training.",policy_advocacy_intervention
575,political,Political policies,101,"Enact comprehensive anti-discrimination laws that protect age, disability, and religion in the workplace.","A civic advocacy intervention that will help enact the following policy: Enact comprehensive anti-discrimination laws that protect age, disability, and religion in the workplace.",policy_advocacy_intervention
576,political,Political policies,102,Declare English the official national language and phase out most multilingual government services.,A civic advocacy intervention that will help enact the following policy: Declare English the official national language and phase out most multilingual government services.,policy_advocacy_intervention
577,political,Political policies,103,"Ban prostitution at the national level, establishing a uniform federal stance on sex work.","A civic advocacy intervention that will help enact the following policy: Ban prostitution at the national level, establishing a uniform federal stance on sex work.",policy_advocacy_intervention
578,political,Political policies,104,"Legalize prostitution at the national level, establishing a uniform federal stance on sex work.","A civic advocacy intervention that will help enact the following policy: Legalize prostitution at the national level, establishing a uniform federal stance on sex work.",policy_advocacy_intervention
579,political,Political policies,105,Ban conversion therapy and penalize providers who attempt to change individuals' sexual orientation or gender identity.,A civic advocacy intervention that will help enact the following policy: Ban conversion therapy and penalize providers who attempt to change individuals' sexual orientation or gender identity.,policy_advocacy_intervention
580,political,Political policies,106,Provide reparations to descendants of enslaved people through financial payments or other forms of restitution.,A civic advocacy intervention that will help enact the following policy: Provide reparations to descendants of enslaved people through financial payments or other forms of restitution.,policy_advocacy_intervention
581,political,Political policies,107,"Require a biometric-based national ID card for all residents, used for voting, healthcare, and law enforcement checks.","A civic advocacy intervention that will help enact the following policy: Require a biometric-based national ID card for all residents, used for voting, healthcare, and law enforcement checks.",policy_advocacy_intervention
582,political,Political policies,108,Increase defense spending by 10% annually to modernize the military and enhance cybersecurity capabilities.,A civic advocacy intervention that will help enact the following policy: Increase defense spending by 10% annually to modernize the military and enhance cybersecurity capabilities.,policy_advocacy_intervention
583,political,Political policies,109,"Reinstate the draft and require compulsory military service for all able-bodied citizens, with limited exemptions.","A civic advocacy intervention that will help enact the following policy: Reinstate the draft and require compulsory military service for all able-bodied citizens, with limited exemptions.",policy_advocacy_intervention
584,political,Political policies,110,Expand NATO by adding new allies and increasing joint military exercises among member states.,A civic advocacy intervention that will help enact the following policy: Expand NATO by adding new allies and increasing joint military exercises among member states.,policy_advocacy_intervention
585,political,Political policies,111,"Commit to nuclear disarmament by a specific date, contingent on reciprocal agreements with other nuclear powers.","A civic advocacy intervention that will help enact the following policy: Commit to nuclear disarmament by a specific date, contingent on reciprocal agreements with other nuclear powers.",policy_advocacy_intervention
586,political,Political policies,112,Establish a formal ban on the development and deployment of autonomous lethal weapons systems.,A civic advocacy intervention that will help enact the following policy: Establish a formal ban on the development and deployment of autonomous lethal weapons systems.,policy_advocacy_intervention
587,political,Political policies,113,Withdraw from the United Nations over concerns of national sovereignty and global governance constraints.,A civic advocacy intervention that will help enact the following policy: Withdraw from the United Nations over concerns of national sovereignty and global governance constraints.,policy_advocacy_intervention
588,political,Political policies,114,"Provide $500 million annually in foreign aid to Sub-Saharan Africa for healthcare, education, and infrastructure.","A civic advocacy intervention that will help enact the following policy: Provide $500 million annually in foreign aid to Sub-Saharan Africa for healthcare, education, and infrastructure.",policy_advocacy_intervention
589,political,Political policies,115,Impose economic sanctions on human rights violators such as Russia and North Korea while exempting key allies.,A civic advocacy intervention that will help enact the following policy: Impose economic sanctions on human rights violators such as Russia and North Korea while exempting key allies.,policy_advocacy_intervention
590,political,Political policies,116,Threaten tariffs on NATO allies that fail to meet defense spending targets of 2% of GDP by 2026.,A civic advocacy intervention that will help enact the following policy: Threaten tariffs on NATO allies that fail to meet defense spending targets of 2% of GDP by 2026.,policy_advocacy_intervention
591,political,Political policies,117,Partner with allies to develop global infrastructure initiatives that compete with major projects like China's Belt and Road.,A civic advocacy intervention that will help enact the following policy: Partner with allies to develop global infrastructure initiatives that compete with major projects like China's Belt and Road.,policy_advocacy_intervention
592,political,Political policies,118,Recognize Taiwan as an independent nation and support its inclusion in international bodies.,A civic advocacy intervention that will help enact the following policy: Recognize Taiwan as an independent nation and support its inclusion in international bodies.,policy_advocacy_intervention
593,political,Political policies,119,Impose targeted sanctions on Chinese state-owned companies that engage in intellectual property theft or human rights abuses.,A civic advocacy intervention that will help enact the following policy: Impose targeted sanctions on Chinese state-owned companies that engage in intellectual property theft or human rights abuses.,policy_advocacy_intervention
594,political,Political policies,120,Ban imports of goods produced in China with forced labor to reduce reliance on unethical supply chains.,A civic advocacy intervention that will help enact the following policy: Ban imports of goods produced in China with forced labor to reduce reliance on unethical supply chains.,policy_advocacy_intervention
595,political,Political policies,121,Increase U.S. naval and aerial presence in the South China Sea to counter Chinese territorial expansion.,A civic advocacy intervention that will help enact the following policy: Increase U.S. naval and aerial presence in the South China Sea to counter Chinese territorial expansion.,policy_advocacy_intervention
596,political,Political policies,122,Form a multilateral Indo-Pacific coalition with regional partners to contain Chinese influence and promote free trade.,A civic advocacy intervention that will help enact the following policy: Form a multilateral Indo-Pacific coalition with regional partners to contain Chinese influence and promote free trade.,policy_advocacy_intervention
597,political,Political policies,123,"Block or scrutinize Chinese investments in sensitive industries such as semiconductors, telecommunications, and energy.","A civic advocacy intervention that will help enact the following policy: Block or scrutinize Chinese investments in sensitive industries such as semiconductors, telecommunications, and energy.",policy_advocacy_intervention
598,political,Political policies,124,Negotiate a new trade deal with China that addresses forced technology transfer and intellectual property protections.,A civic advocacy intervention that will help enact the following policy: Negotiate a new trade deal with China that addresses forced technology transfer and intellectual property protections.,policy_advocacy_intervention
599,political,Political policies,125,"Offer substantial funding for Taiwan's defense, including advanced weapons systems and joint military training programs.","A civic advocacy intervention that will help enact the following policy: Offer substantial funding for Taiwan's defense, including advanced weapons systems and joint military training programs.",policy_advocacy_intervention
600,political,Political policies,126,Formalize recognition of Taiwan as a sovereign nation and push for its inclusion in global organizations.,A civic advocacy intervention that will help enact the following policy: Formalize recognition of Taiwan as a sovereign nation and push for its inclusion in global organizations.,policy_advocacy_intervention
601,political,Political policies,127,"Join with allies to create a competing global infrastructure fund to rival China's Belt and Road Initiative in Asia, Africa, and Latin America.","A civic advocacy intervention that will help enact the following policy: Join with allies to create a competing global infrastructure fund to rival China's Belt and Road Initiative in Asia, Africa, and Latin America.",policy_advocacy_intervention
602,political,Political policies,128,Grant expedited visas or refugee status to Hong Kong residents fleeing political persecution under the National Security Law.,A civic advocacy intervention that will help enact the following policy: Grant expedited visas or refugee status to Hong Kong residents fleeing political persecution under the National Security Law.,policy_advocacy_intervention
603,political,Political policies,129,Restrict visas for Chinese graduate students in sensitive STEM fields to safeguard U.S. research and intellectual property.,A civic advocacy intervention that will help enact the following policy: Restrict visas for Chinese graduate students in sensitive STEM fields to safeguard U.S. research and intellectual property.,policy_advocacy_intervention
604,political,Political policies,130,Engage in direct diplomatic talks with China to establish a bilateral cyber-espionage ceasefire and protect critical infrastructure.,A civic advocacy intervention that will help enact the following policy: Engage in direct diplomatic talks with China to establish a bilateral cyber-espionage ceasefire and protect critical infrastructure.,policy_advocacy_intervention
605,political,Political policies,131,Subsidize and provide technical assistance to farmers who transition to organic or sustainable practices.,A civic advocacy intervention that will help enact the following policy: Subsidize and provide technical assistance to farmers who transition to organic or sustainable practices.,policy_advocacy_intervention
606,political,Political policies,132,Impose tariffs on imported agricultural products that fail to meet U.S. environmental and labor standards.,A civic advocacy intervention that will help enact the following policy: Impose tariffs on imported agricultural products that fail to meet U.S. environmental and labor standards.,policy_advocacy_intervention
607,political,Political policies,133,Invest $20 billion in agricultural research to develop drought-resistant and high-yield crop varieties.,A civic advocacy intervention that will help enact the following policy: Invest $20 billion in agricultural research to develop drought-resistant and high-yield crop varieties.,policy_advocacy_intervention
608,political,Political policies,134,Expand a national farmers' market network with federal grants to bolster local food distribution systems.,A civic advocacy intervention that will help enact the following policy: Expand a national farmers' market network with federal grants to bolster local food distribution systems.,policy_advocacy_intervention
609,political,Political policies,135,Offer incentives for grocery retailers that open new stores in food deserts to ensure access to fresh foods.,A civic advocacy intervention that will help enact the following policy: Offer incentives for grocery retailers that open new stores in food deserts to ensure access to fresh foods.,policy_advocacy_intervention
