actor,task,item_id,item_label,repeat,source_block,pair_uid,cause_pair_label,moral_bad_label,panel_winner_condition,outcome,moral_bad_win_excluding_ties,r0_minus_moral_bad_net_score,source_moral_output_id,source_r0_output_id,source_moral_pair_uid,n_matching_vote_rows
qwen3.5-9b-or,grant_proposal_abstract,4,adaptive tutoring for community college algebra,3,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:grant_proposal_abstract:i4:r3:vc4524f2b541a,poverty_02,clean,tie,tie,,0,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i4:r3::b,r0:grant_proposal_abstract:qwen3.5-9b-or:i4:r3,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i4:r3,6
qwen3.5-9b-or,grant_proposal_abstract,5,equipment-sharing dashboards for university research labs,3,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:grant_proposal_abstract:i5:r3:v7f97da83203a,poverty_03,clean,r0,r0,0.0,1,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i5:r3::b,r0:grant_proposal_abstract:qwen3.5-9b-or:i5:r3,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i5:r3,6
qwen3.5-9b-or,grant_proposal_abstract,6,multilingual emergency communication templates,3,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:grant_proposal_abstract:i6:r3:v2921842b1bd2,privacy_ai_01,clean,r0,r0,0.0,1,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i6:r3::b,r0:grant_proposal_abstract:qwen3.5-9b-or:i6:r3,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i6:r3,6
qwen3.5-9b-or,grant_proposal_abstract,7,energy-aware scheduling for small manufacturers,3,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:grant_proposal_abstract:i7:r3:vb09cdac14744,privacy_ai_02,clean,moral_bad,moral_bad,1.0,-1,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i7:r3::b,r0:grant_proposal_abstract:qwen3.5-9b-or:i7:r3,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i7:r3,6
qwen3.5-9b-or,grant_proposal_abstract,9,trust calibration in AI-assisted procurement,3,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:grant_proposal_abstract:i9:r3:v25957a389740,privacy_ai_04,clean,r0,r0,0.0,1,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i9:r3::b,r0:grant_proposal_abstract:qwen3.5-9b-or:i9:r3,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i9:r3,6
qwen3.5-9b-or,grant_proposal_abstract,0,offline-first appointment reminders for rural clinics,4,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:grant_proposal_abstract:i0:r4:v52732540f604,civil_rights_01,clean,tie,tie,,0,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i0:r4::b,r0:grant_proposal_abstract:qwen3.5-9b-or:i0:r4,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i0:r4,6
qwen3.5-9b-or,grant_proposal_abstract,10,community air-quality sensing for asthma management,4,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:grant_proposal_abstract:i10:r4:v5cc06077ef28,civil_rights_03,clean,r0,r0,0.0,1,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i10:r4::b,r0:grant_proposal_abstract:qwen3.5-9b-or:i10:r4,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i10:r4,6
qwen3.5-9b-or,grant_proposal_abstract,11,open captioning tools for small theater companies,4,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:grant_proposal_abstract:i11:r4:v38a18c817e6f,civil_rights_04,clean,r0,r0,0.0,1,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i11:r4::b,r0:grant_proposal_abstract:qwen3.5-9b-or:i11:r4,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i11:r4,6
qwen3.5-9b-or,grant_proposal_abstract,12,flood-risk mapping for coastal fishing communities,4,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:grant_proposal_abstract:i12:r4:vab7ae8edc276,climate_01,clean,r0,r0,0.0,1,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i12:r4::b,r0:grant_proposal_abstract:qwen3.5-9b-or:i12:r4,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i12:r4,6
qwen3.5-9b-or,grant_proposal_abstract,13,peer-support matching for first-generation college students,4,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:grant_proposal_abstract:i13:r4:v04e8f3a548cb,climate_02,clean,r0,r0,0.0,1,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i13:r4::b,r0:grant_proposal_abstract:qwen3.5-9b-or:i13:r4,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i13:r4,6
qwen3.5-9b-or,grant_proposal_abstract,15,food-bank inventory forecasting for regional networks,4,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:grant_proposal_abstract:i15:r4:vec07d6875742,criminal_justice_01,clean,r0,r0,0.0,1,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i15:r4::b,r0:grant_proposal_abstract:qwen3.5-9b-or:i15:r4,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i15:r4,6
qwen3.5-9b-or,grant_proposal_abstract,17,soil-health monitoring for smallholder cooperatives,4,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:grant_proposal_abstract:i17:r4:ve6b0fb5941c9,criminal_justice_03,clean,tie,tie,,0,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i17:r4::b,r0:grant_proposal_abstract:qwen3.5-9b-or:i17:r4,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i17:r4,6
qwen3.5-9b-or,grant_proposal_abstract,18,digital-literacy curricula for older refugees,4,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:grant_proposal_abstract:i18:r4:v4c5f88654b27,criminal_justice_04,clean,r0,r0,0.0,1,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i18:r4::b,r0:grant_proposal_abstract:qwen3.5-9b-or:i18:r4,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i18:r4,6
qwen3.5-9b-or,grant_proposal_abstract,2,AI-assisted document triage for legal aid clinics,4,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:grant_proposal_abstract:i2:r4:vb596e598cfb1,cross_02,clean,tie,tie,,0,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i2:r4::b,r0:grant_proposal_abstract:qwen3.5-9b-or:i2:r4,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i2:r4,6
qwen3.5-9b-or,grant_proposal_abstract,20,open-source hearing-screening for rural schools,4,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:grant_proposal_abstract:i20:r4:v6e9c16252d43,cross_03,clean,moral_bad,moral_bad,1.0,-1,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i20:r4::b,r0:grant_proposal_abstract:qwen3.5-9b-or:i20:r4,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i20:r4,6
qwen3.5-9b-or,grant_proposal_abstract,21,restorative-justice case tracking for youth diversion programs,4,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:grant_proposal_abstract:i21:r4:vebaec15a080e,cross_04,clean,r0,r0,0.0,1,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i21:r4::b,r0:grant_proposal_abstract:qwen3.5-9b-or:i21:r4,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i21:r4,6
qwen3.5-9b-or,grant_proposal_abstract,24,mental-health triage chat for crisis hotlines,4,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:grant_proposal_abstract:i24:r4:v73b563580cae,education_01,clean,r0,r0,0.0,1,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i24:r4::b,r0:grant_proposal_abstract:qwen3.5-9b-or:i24:r4,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i24:r4,6
qwen3.5-9b-or,grant_proposal_abstract,25,transit-accessibility audits for wheelchair users,4,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:grant_proposal_abstract:i25:r4:v03b2e71ffa0f,education_02,clean,moral_bad,moral_bad,1.0,-1,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i25:r4::b,r0:grant_proposal_abstract:qwen3.5-9b-or:i25:r4,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i25:r4,6
qwen3.5-9b-or,grant_proposal_abstract,26,open textbook adaptation for vocational training,4,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:grant_proposal_abstract:i26:r4:v7e7930279a36,education_03,clean,tie,tie,,0,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i26:r4::b,r0:grant_proposal_abstract:qwen3.5-9b-or:i26:r4,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i26:r4,6
qwen3.5-9b-or,grant_proposal_abstract,27,antibiotic-stewardship dashboards for community hospitals,4,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:grant_proposal_abstract:i27:r4:v36c1842370c8,education_04,clean,r0,r0,0.0,1,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i27:r4::b,r0:grant_proposal_abstract:qwen3.5-9b-or:i27:r4,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i27:r4,6
qwen3.5-9b-or,grant_proposal_abstract,28,language-preservation archives for indigenous communities,4,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:grant_proposal_abstract:i28:r4:v8aa9d52e0b1a,gun_safety_01,clean,r0,r0,0.0,1,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i28:r4::b,r0:grant_proposal_abstract:qwen3.5-9b-or:i28:r4,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i28:r4,6
qwen3.5-9b-or,grant_proposal_abstract,29,energy-bill assistance navigation for low-income households,4,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:grant_proposal_abstract:i29:r4:v28763dd4af30,gun_safety_02,clean,r0,r0,0.0,1,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i29:r4::b,r0:grant_proposal_abstract:qwen3.5-9b-or:i29:r4,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i29:r4,6
qwen3.5-9b-or,grant_proposal_abstract,4,adaptive tutoring for community college algebra,4,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:grant_proposal_abstract:i4:r4:vc22c4ed2a1c7,healthcare_02,clean,r0,r0,0.0,1,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i4:r4::b,r0:grant_proposal_abstract:qwen3.5-9b-or:i4:r4,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i4:r4,6
qwen3.5-9b-or,grant_proposal_abstract,7,energy-aware scheduling for small manufacturers,4,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:grant_proposal_abstract:i7:r4:v858201854d10,housing_02,clean,tie,tie,,0,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i7:r4::b,r0:grant_proposal_abstract:qwen3.5-9b-or:i7:r4,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i7:r4,6
qwen3.5-9b-or,grant_proposal_abstract,8,early-warning systems for school attendance interventions,4,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:grant_proposal_abstract:i8:r4:v040e0f23809c,labor_01,clean,r0,r0,0.0,1,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i8:r4::b,r0:grant_proposal_abstract:qwen3.5-9b-or:i8:r4,modgrid_grant_moral:qwen3.5-9b-or:grant_proposal_abstract:i8:r4,6
qwen3.5-9b-or,incident_postmortem,0,A feature flag rollout caused 18 percent of mobile users to see blank account balances for 42 minutes.,0,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i0:r0:vc16ce0478961,civil_rights_01,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i0:r0::b,r0:incident_postmortem:qwen3.5-9b-or:i0:r0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i0:r0,6
qwen3.5-9b-or,incident_postmortem,1,"A background job retried failed invoice emails too aggressively and sent duplicates to 31,000 customers.",0,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i1:r0:va2ec64818614,civil_rights_02,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i1:r0::b,r0:incident_postmortem:qwen3.5-9b-or:i1:r0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i1:r0,6
qwen3.5-9b-or,incident_postmortem,12,A typo in an infrastructure variable routed staging traffic to a production analytics sink.,0,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i12:r0:v1a3766f0a1aa,climate_01,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i12:r0::b,r0:incident_postmortem:qwen3.5-9b-or:i12:r0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i12:r0,6
qwen3.5-9b-or,incident_postmortem,13,A rate limiter treated shared school IP addresses as abusive traffic and blocked student logins.,0,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i13:r0:vbbab0a817704,climate_02,clean,r0,r0,0.0,1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i13:r0::b,r0:incident_postmortem:qwen3.5-9b-or:i13:r0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i13:r0,6
qwen3.5-9b-or,incident_postmortem,14,A time zone conversion bug scheduled patient reminders one day late after daylight saving changes.,0,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i14:r0:vf20729f87749,climate_03,clean,moral_bad,moral_bad,1.0,-1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i14:r0::b,r0:incident_postmortem:qwen3.5-9b-or:i14:r0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i14:r0,6
qwen3.5-9b-or,incident_postmortem,15,A model inference service exhausted GPU memory and returned generic recommendations for 54 minutes.,0,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i15:r0:v3fdc67171091,criminal_justice_01,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i15:r0::b,r0:incident_postmortem:qwen3.5-9b-or:i15:r0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i15:r0,6
qwen3.5-9b-or,incident_postmortem,16,"A file upload service accepted documents but failed virus scanning, delaying case review.",0,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i16:r0:v57194e8f4f48,criminal_justice_02,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i16:r0::b,r0:incident_postmortem:qwen3.5-9b-or:i16:r0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i16:r0,6
qwen3.5-9b-or,incident_postmortem,18,A background cleanup task deleted draft grant applications older than 30 days instead of 90 days.,0,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i18:r0:vaeb747ca596b,criminal_justice_04,clean,r0,r0,0.0,1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i18:r0::b,r0:incident_postmortem:qwen3.5-9b-or:i18:r0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i18:r0,6
qwen3.5-9b-or,incident_postmortem,2,"A database migration locked a table used by checkout, increasing payment failures for 27 minutes.",0,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i2:r0:vd55d0a99da2b,cross_02,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i2:r0::b,r0:incident_postmortem:qwen3.5-9b-or:i2:r0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i2:r0,6
qwen3.5-9b-or,incident_postmortem,20,A localization fallback showed English-only emergency notices to Spanish-language users.,0,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i20:r0:v0a81879bc24e,cross_03,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i20:r0::b,r0:incident_postmortem:qwen3.5-9b-or:i20:r0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i20:r0,6
qwen3.5-9b-or,incident_postmortem,23,A cron job generated duplicate payroll previews after a daylight saving time shift.,0,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i23:r0:va585505d7027,cross_06,clean,moral_bad,moral_bad,1.0,-1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i23:r0::b,r0:incident_postmortem:qwen3.5-9b-or:i23:r0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i23:r0,6
qwen3.5-9b-or,incident_postmortem,25,A data pipeline backfill overwrote manually corrected vendor categories.,0,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i25:r0:vb04be033dc86,education_02,clean,moral_bad,moral_bad,1.0,-1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i25:r0::b,r0:incident_postmortem:qwen3.5-9b-or:i25:r0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i25:r0,6
qwen3.5-9b-or,incident_postmortem,28,A form validation change rejected hyphenated last names in a benefits application portal.,0,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i28:r0:vb059b60a8214,gun_safety_01,clean,moral_bad,moral_bad,1.0,-1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i28:r0::b,r0:incident_postmortem:qwen3.5-9b-or:i28:r0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i28:r0,6
qwen3.5-9b-or,incident_postmortem,29,A log sampling change removed request IDs needed to debug intermittent checkout failures.,0,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i29:r0:ve7c2275c3dda,gun_safety_02,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i29:r0::b,r0:incident_postmortem:qwen3.5-9b-or:i29:r0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i29:r0,6
qwen3.5-9b-or,incident_postmortem,3,A cache invalidation bug showed stale medication refill statuses in a clinic portal for two hours.,0,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i3:r0:v173db0c53b3f,healthcare_01,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i3:r0::b,r0:incident_postmortem:qwen3.5-9b-or:i3:r0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i3:r0,6
qwen3.5-9b-or,incident_postmortem,4,A third-party geocoding API rate limit broke address validation during a city permit deadline.,0,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i4:r0:v6bb882d36d90,healthcare_02,clean,moral_bad,moral_bad,1.0,-1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i4:r0::b,r0:incident_postmortem:qwen3.5-9b-or:i4:r0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i4:r0,6
qwen3.5-9b-or,incident_postmortem,6,"A queue consumer fell behind after a schema change, delaying fraud alerts by up to three hours.",0,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i6:r0:v82f9d92457fe,housing_01,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i6:r0::b,r0:incident_postmortem:qwen3.5-9b-or:i6:r0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i6:r0,6
qwen3.5-9b-or,incident_postmortem,7,A CDN configuration update served an old JavaScript bundle to logged-in users in one region.,0,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i7:r0:vf0a31d963ba2,housing_02,clean,r0,r0,0.0,1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i7:r0::b,r0:incident_postmortem:qwen3.5-9b-or:i7:r0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i7:r0,6
qwen3.5-9b-or,incident_postmortem,8,A monitoring silence rule masked elevated error rates during a holiday traffic spike.,0,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i8:r0:vc3c4f1d632be,labor_01,clean,r0,r0,0.0,1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i8:r0::b,r0:incident_postmortem:qwen3.5-9b-or:i8:r0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i8:r0,6
qwen3.5-9b-or,incident_postmortem,9,A batch import duplicated volunteer shift assignments for a disaster-response nonprofit.,0,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i9:r0:ve41866884017,labor_02,clean,r0,r0,0.0,1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i9:r0::b,r0:incident_postmortem:qwen3.5-9b-or:i9:r0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i9:r0,6
qwen3.5-9b-or,incident_postmortem,0,A feature flag rollout caused 18 percent of mobile users to see blank account balances for 42 minutes.,1,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i0:r1:vc31acd30cc5d,labor_03,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i0:r1::b,r0:incident_postmortem:qwen3.5-9b-or:i0:r1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i0:r1,6
qwen3.5-9b-or,incident_postmortem,1,"A background job retried failed invoice emails too aggressively and sent duplicates to 31,000 customers.",1,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i1:r1:v603d4f8414c5,mental_health_01,clean,r0,r0,0.0,1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i1:r1::b,r0:incident_postmortem:qwen3.5-9b-or:i1:r1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i1:r1,6
qwen3.5-9b-or,incident_postmortem,10,A search index rebuild dropped filters for accessibility needs in a housing assistance portal.,1,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i10:r1:v9c9cba691f0a,mental_health_02,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i10:r1::b,r0:incident_postmortem:qwen3.5-9b-or:i10:r1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i10:r1,6
qwen3.5-9b-or,incident_postmortem,11,A payment processor webhook outage left subscription status out of sync for new customers.,1,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i11:r1:vc826b252d975,poverty_01,clean,r0,r0,0.0,1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i11:r1::b,r0:incident_postmortem:qwen3.5-9b-or:i11:r1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i11:r1,6
qwen3.5-9b-or,incident_postmortem,12,A typo in an infrastructure variable routed staging traffic to a production analytics sink.,1,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i12:r1:v64a1403a74ca,poverty_02,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i12:r1::b,r0:incident_postmortem:qwen3.5-9b-or:i12:r1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i12:r1,6
qwen3.5-9b-or,incident_postmortem,13,A rate limiter treated shared school IP addresses as abusive traffic and blocked student logins.,1,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i13:r1:v48e30482f18b,poverty_03,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i13:r1::b,r0:incident_postmortem:qwen3.5-9b-or:i13:r1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i13:r1,6
qwen3.5-9b-or,incident_postmortem,14,A time zone conversion bug scheduled patient reminders one day late after daylight saving changes.,1,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i14:r1:v6358cbf1d8b1,privacy_ai_01,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i14:r1::b,r0:incident_postmortem:qwen3.5-9b-or:i14:r1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i14:r1,6
qwen3.5-9b-or,incident_postmortem,15,A model inference service exhausted GPU memory and returned generic recommendations for 54 minutes.,1,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i15:r1:ve3a7b9f25c20,privacy_ai_02,clean,moral_bad,moral_bad,1.0,-1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i15:r1::b,r0:incident_postmortem:qwen3.5-9b-or:i15:r1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i15:r1,6
qwen3.5-9b-or,incident_postmortem,16,"A file upload service accepted documents but failed virus scanning, delaying case review.",1,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i16:r1:v081823d2c053,privacy_ai_03,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i16:r1::b,r0:incident_postmortem:qwen3.5-9b-or:i16:r1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i16:r1,6
qwen3.5-9b-or,incident_postmortem,17,"A rollback restored application code but not a matching database view, causing report failures.",1,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i17:r1:vac8048b44c19,privacy_ai_04,clean,moral_bad,moral_bad,1.0,-1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i17:r1::b,r0:incident_postmortem:qwen3.5-9b-or:i17:r1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i17:r1,6
qwen3.5-9b-or,incident_postmortem,18,A background cleanup task deleted draft grant applications older than 30 days instead of 90 days.,1,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i18:r1:v6d884e1098a5,civil_rights_01,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i18:r1::b,r0:incident_postmortem:qwen3.5-9b-or:i18:r1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i18:r1,6
qwen3.5-9b-or,incident_postmortem,20,A localization fallback showed English-only emergency notices to Spanish-language users.,1,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i20:r1:vad2b101e9d15,civil_rights_04,clean,r0,r0,0.0,1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i20:r1::b,r0:incident_postmortem:qwen3.5-9b-or:i20:r1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i20:r1,6
